sample	sample_group	study_group	n_peptides	n_features	intensity
S02	CAMPI_33c314188113ac35ac8da34857d1253ab6638ca25f05c680462057f4c1986f15	CAMPI_33c314188113ac35ac8da34857d1253ab6638ca25f05c680462057f4c1986f15	1	1	22590.435826364068
S02	CAMPI_347f5ef3f8238e623b88ef7b0f00fd37b9b3d536c0714f81b30c27e897b8aab3	CAMPI_347f5ef3f8238e623b88ef7b0f00fd37b9b3d536c0714f81b30c27e897b8aab3	3	3	27840736.097596332
S02	CAMPI_36e55c7a7288fe915a8ee8485fdc43d63824b123323ddc646e6b486237f21580	CAMPI_36e55c7a7288fe915a8ee8485fdc43d63824b123323ddc646e6b486237f21580	2	2	58767420.03536287
S02	CAMPI_377997b41f5cbbe420f5755df299f07ea1dbd633f18b1907b41f0e5701822010	CAMPI_377997b41f5cbbe420f5755df299f07ea1dbd633f18b1907b41f0e5701822010	1	1	541351794.8707752
S02	CAMPI_38db2d7a768efe2c68f5efa3b6a7176a5bccb5be9cd7cc597d3d7c39816cdfbe	CAMPI_38db2d7a768efe2c68f5efa3b6a7176a5bccb5be9cd7cc597d3d7c39816cdfbe	1	1	22004725.04387113
S02	CAMPI_3907c09bd9750e3ada937d1a2021d7108a1f9ba9fa87ef7c469eb5680f75daa0	CAMPI_3907c09bd9750e3ada937d1a2021d7108a1f9ba9fa87ef7c469eb5680f75daa0	1	1	175672936.61992675
S02	CAMPI_3aaee60a2c0539c0beeb39ea2a3d4644990e08ba06b7c9212ec2cc9a36c608d8	CAMPI_3aaee60a2c0539c0beeb39ea2a3d4644990e08ba06b7c9212ec2cc9a36c608d8	2	2	120185924.98561145
S02	CAMPI_3b6ecac4c769cbbc2555653747945e8d7abcd2a395d46511164374ed419b6ee8	CAMPI_3b6ecac4c769cbbc2555653747945e8d7abcd2a395d46511164374ed419b6ee8	2	2	95120904.47132131
S02	CAMPI_3cc18b326f1041e26dad1696663a0d29faac00d2ed95aae7d0f9ea1549a9cff5	CAMPI_3cc18b326f1041e26dad1696663a0d29faac00d2ed95aae7d0f9ea1549a9cff5	1	1	16360294.711328154
S02	CAMPI_3cf0f48f6e912954d5a28fe434a613243806d39cdcb4218d9a4fdcf10b70f0f8	CAMPI_3cf0f48f6e912954d5a28fe434a613243806d39cdcb4218d9a4fdcf10b70f0f8	1	1	51044621.147168726
S02	CAMPI_3f44bd61d974ad94a1f37c884842762171e1768b98cfd4986761cb82a6ee765c	CAMPI_3f44bd61d974ad94a1f37c884842762171e1768b98cfd4986761cb82a6ee765c	1	1	168613246.49526653
S02	CAMPI_3f46aacee3dca2ff302459e85d8df9d24e934b37ed73f67e8753db228dd547d4	CAMPI_3f46aacee3dca2ff302459e85d8df9d24e934b37ed73f67e8753db228dd547d4	1	1	20192424.14668163
S02	CAMPI_3f67d39ae1e266c6322fd66ae88d69b265afa9203e262e9b9544dd9e032d4f03	CAMPI_3f67d39ae1e266c6322fd66ae88d69b265afa9203e262e9b9544dd9e032d4f03	1	1	22355326.21534445
S02	CAMPI_4040fc8cca0c218ab4a57e717390a28db1d4cdd4c398fcf493823cb5f9565cbd	CAMPI_4040fc8cca0c218ab4a57e717390a28db1d4cdd4c398fcf493823cb5f9565cbd	2	2	28938865.529274836
S02	CAMPI_40bcdfe3ddbb6293cf4a567c839b99800451555315a71bfe0cd2cd3fa5fed80a	CAMPI_40bcdfe3ddbb6293cf4a567c839b99800451555315a71bfe0cd2cd3fa5fed80a	1	1	30115800.704798933
S02	CAMPI_41048110ca53f91e8494c24a668dce1e6fa9c0731860937055e97507b7553211	CAMPI_41048110ca53f91e8494c24a668dce1e6fa9c0731860937055e97507b7553211	1	1	10690009.956390958
S02	CAMPI_4232ae197ef9faca2861e0ff458d5eed47edf5fd969faa708aabacec7287d7bc	CAMPI_4232ae197ef9faca2861e0ff458d5eed47edf5fd969faa708aabacec7287d7bc	4	4	845318675.9163073
S02	CAMPI_427a9c2476c475ddd52e2c34117aff61006a9c1cc1efc2ed5e001064977b44c4	CAMPI_427a9c2476c475ddd52e2c34117aff61006a9c1cc1efc2ed5e001064977b44c4	2	2	31008658.5580365
S02	CAMPI_435df44e583618d0d8b4950cb96872cf07b5077b28d602e9dd5ebbee225985a1	CAMPI_435df44e583618d0d8b4950cb96872cf07b5077b28d602e9dd5ebbee225985a1	1	1	69948142.1918348
S02	CAMPI_4365414a9b1621aa3022c5c886d8f52458f4af4963dafcac75656de12ad53f49	CAMPI_4365414a9b1621aa3022c5c886d8f52458f4af4963dafcac75656de12ad53f49	3	3	141348322.91407704
S02	CAMPI_44470815469a7b78eb553f8546ee2cd3c6e545b0d3e6230aa0cf71355878db70	CAMPI_44470815469a7b78eb553f8546ee2cd3c6e545b0d3e6230aa0cf71355878db70	1	1	57025002.44136826
S02	CAMPI_44a88404561285b1e980ec0946c2a4a8e89317cf90192e190be6d27660dca4ca	CAMPI_44a88404561285b1e980ec0946c2a4a8e89317cf90192e190be6d27660dca4ca	1	1	232065346.2815422
S02	CAMPI_450657570244d009ea2aac4cec09ac0b7fe9c4ddb3cf66135a3355aa689fbcb6	CAMPI_450657570244d009ea2aac4cec09ac0b7fe9c4ddb3cf66135a3355aa689fbcb6	1	1	10105846.921933696
S02	CAMPI_45c38036394c2956d1c87b49a0e4196a914cb3a75f23edb29a19db1152dd28f8	CAMPI_45c38036394c2956d1c87b49a0e4196a914cb3a75f23edb29a19db1152dd28f8	1	1	13995907.795938402
S02	CAMPI_46dba9f864ef46b5e75ed4781c022028cbd1bb55aa0335a6ce01fdf96a119f51	CAMPI_46dba9f864ef46b5e75ed4781c022028cbd1bb55aa0335a6ce01fdf96a119f51	2	2	459603094.9090059
S02	CAMPI_48c973b0ca584ad7fcc10a2c5bdafc70d26cca940a3d15bc4005027321fc4128	CAMPI_48c973b0ca584ad7fcc10a2c5bdafc70d26cca940a3d15bc4005027321fc4128	1	1	10311972.472113926
S02	CAMPI_48f8767eb64942f823e109058c599290e1181f7548dd1f49ee740f70b89dc9fe	CAMPI_48f8767eb64942f823e109058c599290e1181f7548dd1f49ee740f70b89dc9fe	1	1	37206099.24747668
S02	CAMPI_49a64e09d54650f6e7e764e4947d71357bc74e80519d8c3e49ded3fae53e92af	CAMPI_49a64e09d54650f6e7e764e4947d71357bc74e80519d8c3e49ded3fae53e92af	2	2	164021975.68014413
S02	CAMPI_4ae5c49edac52a6a4c737effb520b824e0670811139a11c01a5b5597ef12a5d0	CAMPI_4ae5c49edac52a6a4c737effb520b824e0670811139a11c01a5b5597ef12a5d0	3	3	319561108.1722103
S02	CAMPI_4da45de5146d8e58bff5fe847b0355ed37ff6faf43a87eaa53b73ec7697ba72c	CAMPI_4da45de5146d8e58bff5fe847b0355ed37ff6faf43a87eaa53b73ec7697ba72c	3	3	149829282.59175354
S02	CAMPI_4f6247cc9e3aa860692f6c90a4e687befb279c556ea225050066556de678457f	CAMPI_4f6247cc9e3aa860692f6c90a4e687befb279c556ea225050066556de678457f	1	1	98739456.16422994
S02	CAMPI_5023a2fa66b15f6beb87d495d3a496c1cb0a99a9de312cad0e04bd830fcaddac	CAMPI_5023a2fa66b15f6beb87d495d3a496c1cb0a99a9de312cad0e04bd830fcaddac	3	3	121308664.32646373
S02	CAMPI_50367bdee76b1f15ce78dd86d4ad5b01814228fd677784713d0f3b4421a83dd6	CAMPI_50367bdee76b1f15ce78dd86d4ad5b01814228fd677784713d0f3b4421a83dd6	2	2	162813831.72458947
S02	CAMPI_509a47fbf54fa52d3bec9ff2d6285297fd93f12996f550af00d5a06a370bd569	CAMPI_509a47fbf54fa52d3bec9ff2d6285297fd93f12996f550af00d5a06a370bd569	3	3	81062465.09825787
S02	CAMPI_51676d72137de0111a9c0bbccb850a82e575d8af04870828cf0046c872f3bf73	CAMPI_51676d72137de0111a9c0bbccb850a82e575d8af04870828cf0046c872f3bf73	1	1	21465422.569789518
S02	CAMPI_5218271795e8bcda7e665d3dc1ddba64d6ad3c62dd1ab8f8cc146d3ea6fa75d4	CAMPI_5218271795e8bcda7e665d3dc1ddba64d6ad3c62dd1ab8f8cc146d3ea6fa75d4	1	1	34976728.352490254
S02	CAMPI_52860e69360d3272e8db2c0974b936dae903f2bf837b354481bfa8da3934ae80	CAMPI_52860e69360d3272e8db2c0974b936dae903f2bf837b354481bfa8da3934ae80	4	4	526763234.529708
S02	CAMPI_52bee042cc4fd24a298802a0da1f6b70254908971e698b6903e93395a7acd47b	CAMPI_52bee042cc4fd24a298802a0da1f6b70254908971e698b6903e93395a7acd47b	2	2	140094747.54202372
S02	CAMPI_550736ad1af58a5e23addf87ba59070cd1ce09930022d16688805a76dba9692d	CAMPI_550736ad1af58a5e23addf87ba59070cd1ce09930022d16688805a76dba9692d	1	1	63827995.538071275
S02	CAMPI_554f1790373f7fc4e3e4a36c91d5e7fb9ddba13690dba75053e6684469cc6a2a	CAMPI_554f1790373f7fc4e3e4a36c91d5e7fb9ddba13690dba75053e6684469cc6a2a	1	1	13091349.594323963
S02	CAMPI_55f961c09343ee1d99690b114ae3b16baff650d855e575645cf2017ae6caad11	CAMPI_55f961c09343ee1d99690b114ae3b16baff650d855e575645cf2017ae6caad11	2	2	244405131.65078023
S02	CAMPI_5664d8be66795b12a5bae94388d822e86e8b873de9e2d9ddbfc04a59c27ed6ce	CAMPI_5664d8be66795b12a5bae94388d822e86e8b873de9e2d9ddbfc04a59c27ed6ce	1	1	54638503.21676464
S02	CAMPI_56e829eb5085dfc9f46a6e40eb7a9cf8deb1034c6bc46db23fd59c0211c86a40	CAMPI_56e829eb5085dfc9f46a6e40eb7a9cf8deb1034c6bc46db23fd59c0211c86a40	1	1	2895136.369009034
S02	CAMPI_5a11cce8bd5ef084d82026dbc3e0e336d1a5827cf9e366e3f1bb47d00cb4ec38	CAMPI_5a11cce8bd5ef084d82026dbc3e0e336d1a5827cf9e366e3f1bb47d00cb4ec38	2	2	32529661.62255218
S02	CAMPI_5a69cef7f22dd04eb942e746d36f129d6b14b9392b3533b5d9faa626390beccd	CAMPI_5a69cef7f22dd04eb942e746d36f129d6b14b9392b3533b5d9faa626390beccd	1	1	38798152.467792414
S02	CAMPI_5ae018957900259b515abb4b4c0714afa8407ecf589305bd85f32f703cb759e0	CAMPI_5ae018957900259b515abb4b4c0714afa8407ecf589305bd85f32f703cb759e0	2	2	412175414.5360882
S02	CAMPI_5ae018957900259b515abb4b4c0714afa8407ecf589305bd85f32f703cb759e0	CAMPI_c441c84224d4be45b80629c2a8a57b3eefbb8b205bc299e5c2b7d0d42c3545f8	1	1	81471906.94374129
S02	CAMPI_5c063d98bb92d5de77ce4d68e4129795286e0e513d5009c780429c0152db69cd	CAMPI_5c063d98bb92d5de77ce4d68e4129795286e0e513d5009c780429c0152db69cd	1	1	45900614.033460215
S02	CAMPI_5c25db5ec3e2dc800fdb4b9bfffdfb479d599f96176ba2eb369e6e829d755f73	CAMPI_5c25db5ec3e2dc800fdb4b9bfffdfb479d599f96176ba2eb369e6e829d755f73	1	1	11529449.560228137
S02	CAMPI_5d0669004bbc39ab8a252b00899f511315c3e583cf411f958a77b4200692e7cb	CAMPI_5d0669004bbc39ab8a252b00899f511315c3e583cf411f958a77b4200692e7cb	1	1	65592114.75032356
S02	CAMPI_5d280f5aa56b7c3e2d5a76a0d442bdf73af482e87eadf6c709782cac2fada19e	CAMPI_5d280f5aa56b7c3e2d5a76a0d442bdf73af482e87eadf6c709782cac2fada19e	2	2	23440040.64686037
S02	CAMPI_5dee3b78e4f47d2f2250c740f8360a26a7185635f84370546e7091da51256240	CAMPI_5dee3b78e4f47d2f2250c740f8360a26a7185635f84370546e7091da51256240	3	3	72285232.42601477
S02	CAMPI_5f3369c6616e3fb2fb04fd51075edb6c2d99fdc84bc0187876c88558997af621	CAMPI_5f3369c6616e3fb2fb04fd51075edb6c2d99fdc84bc0187876c88558997af621	1	1	81869084.97230558
S02	CAMPI_5fcf34444580d50641494c6b3c7a1bb945ff09d864fac723d88523a43461ecb5	CAMPI_5fcf34444580d50641494c6b3c7a1bb945ff09d864fac723d88523a43461ecb5	1	1	235040554.52707362
S02	CAMPI_6179e5106bf16968d78f664ef4a3aa4f4e7ddc6983437a0ac435b5cd4c978c84	CAMPI_6179e5106bf16968d78f664ef4a3aa4f4e7ddc6983437a0ac435b5cd4c978c84	1	1	7693766.330262773
S02	CAMPI_61efdb0073de941d179f3dc727b6ffdd183b0b1410d1c8e58a42fb8d371b2023	CAMPI_61efdb0073de941d179f3dc727b6ffdd183b0b1410d1c8e58a42fb8d371b2023	1	1	41845038.95335608
S02	CAMPI_624d2dd102509367eae9f3e40d1bd0ecb7cc10699092dc4e36bb7055e9d277f0	CAMPI_624d2dd102509367eae9f3e40d1bd0ecb7cc10699092dc4e36bb7055e9d277f0	1	1	8000582.730825144
S02	CAMPI_630cd92e4207164055095c5e8a43d948e874fb8a212b3071a89b90c150e7e609	CAMPI_630cd92e4207164055095c5e8a43d948e874fb8a212b3071a89b90c150e7e609	2	2	73791494.50778766
S02	CAMPI_63b017a2e9a0cfdc79d68ea6774609db62468fed03691bfe7a2fd8da7542a009	CAMPI_63b017a2e9a0cfdc79d68ea6774609db62468fed03691bfe7a2fd8da7542a009	2	2	60387316.13879014
S02	CAMPI_678026560546b71f3ad8294436dc8d6d17a34fe968320d98df480ec727c18de0	CAMPI_678026560546b71f3ad8294436dc8d6d17a34fe968320d98df480ec727c18de0	4	4	60139705.74511114
S02	CAMPI_684a2161c6cfa278be0e0b063d87fa4691c3405169781180b523a0f7aba7f00a	CAMPI_684a2161c6cfa278be0e0b063d87fa4691c3405169781180b523a0f7aba7f00a	1	1	4373715.690989002
S02	CAMPI_699742efb2b38e660a04242423edde60800e366959487a345c8b771ffbdbe3a3	CAMPI_699742efb2b38e660a04242423edde60800e366959487a345c8b771ffbdbe3a3	1	1	16332222.47861437
S02	CAMPI_6b257fe5f55240e2c4021f762ef3e239eba65dffc493310c11d8864d11a9af9b	CAMPI_6b257fe5f55240e2c4021f762ef3e239eba65dffc493310c11d8864d11a9af9b	1	1	28002159.68480771
S02	CAMPI_6b2c3c4ceb8bbacc6396ca7c3daaad802f96a62be89c0786e0c6775467b671b2	CAMPI_6b2c3c4ceb8bbacc6396ca7c3daaad802f96a62be89c0786e0c6775467b671b2	2	2	77621029.15086678
S02	CAMPI_6d05d6ca2fdd178e29298442c7d4ff48036c0047c87d3a000af781149d01dd17	CAMPI_6d05d6ca2fdd178e29298442c7d4ff48036c0047c87d3a000af781149d01dd17	2	2	196309415.47989225
S02	CAMPI_6dbd702a3c6df08829a11b1f00b6516242e7e93c0a86dda1ca9f7cfa31c39bd3	CAMPI_6dbd702a3c6df08829a11b1f00b6516242e7e93c0a86dda1ca9f7cfa31c39bd3	1	1	17495930.399368986
S02	CAMPI_6f5f6314b40129b2ccc5cf9876ad8f2e757963ad2b4d3332bf37c39c36be2667	CAMPI_6f5f6314b40129b2ccc5cf9876ad8f2e757963ad2b4d3332bf37c39c36be2667	1	1	68953617.34191176
S02	CAMPI_6fd2c041965174f3e49f33dff6775375267d1a6d1b99e15398d9d5dbdfa6d2ec	CAMPI_6fd2c041965174f3e49f33dff6775375267d1a6d1b99e15398d9d5dbdfa6d2ec	1	1	13733263.481403999
S02	CAMPI_716c46297f39a350c09b023c3cacf7e54c3d332031312c8fa78d756e8327122e	CAMPI_716c46297f39a350c09b023c3cacf7e54c3d332031312c8fa78d756e8327122e	2	2	19671526.45833666
S02	CAMPI_717b8ddb48995ea9852e1fe7cf4e9d1966881344904dce20cae5f576988e1077	CAMPI_717b8ddb48995ea9852e1fe7cf4e9d1966881344904dce20cae5f576988e1077	4	4	303899830.14622974
S02	CAMPI_718a96b7413e71dd0b15b263c1907d150db2ddf9c1d094bf4882985662f2c49a	CAMPI_718a96b7413e71dd0b15b263c1907d150db2ddf9c1d094bf4882985662f2c49a	1	1	30775501.188808553
S02	CAMPI_71a7e0b8d89a7edb55d6b2478c2448aafd9c989cdcf04a636ea27054e0c81015	CAMPI_71a7e0b8d89a7edb55d6b2478c2448aafd9c989cdcf04a636ea27054e0c81015	1	1	34450585.297129855
S02	CAMPI_724511fc297bfadc125a55cc504bd405988ae3fc47401a28747804c9f8952b35	CAMPI_724511fc297bfadc125a55cc504bd405988ae3fc47401a28747804c9f8952b35	3	3	19317657.360574573
S02	CAMPI_724511fc297bfadc125a55cc504bd405988ae3fc47401a28747804c9f8952b35	CAMPI_7cb1e4d122178b054c32ee50ef164d0d60b9618226ddad845bb280bf56dcb5a7	1	1	137393545.05038986
S02	CAMPI_72a084af9d59fea0ec2ae237fd5d7ad3e77cba21949a1892e357fab778c4ee75	CAMPI_72a084af9d59fea0ec2ae237fd5d7ad3e77cba21949a1892e357fab778c4ee75	1	1	8956592.653917966
S02	CAMPI_72cdabc879492bc1f6db81d70f70be63b4a56e1cb5f78a1026abdfca113b6f67	CAMPI_72cdabc879492bc1f6db81d70f70be63b4a56e1cb5f78a1026abdfca113b6f67	1	1	59341034.24987359
S02	CAMPI_777d8761c2369259e5f7a72f4941274d5ce6c2f4bf378002436a4aadf516118b	CAMPI_777d8761c2369259e5f7a72f4941274d5ce6c2f4bf378002436a4aadf516118b	2	2	494803923.2746834
S02	CAMPI_77be88ba1cf79921e2127d975f9d425bb6971cf1e3a821db7f13db7ed74b4a2f	CAMPI_77be88ba1cf79921e2127d975f9d425bb6971cf1e3a821db7f13db7ed74b4a2f	2	2	117648738.35857525
S02	CAMPI_77f63645579640f74c5e41a424ff714f2271eea76dec31923247274cb1a7fc7c	CAMPI_77f63645579640f74c5e41a424ff714f2271eea76dec31923247274cb1a7fc7c	1	1	32252486.128960807
S02	CAMPI_7c0d18a561b264a2df52518e0631fb0bd63c6d60255fbc8144e635e6ed1ced88	CAMPI_7c0d18a561b264a2df52518e0631fb0bd63c6d60255fbc8144e635e6ed1ced88	1	1	9507864.603440154
S02	CAMPI_7c3b8d7c41f810f59caf6176c72d81aca97a3b2f87b4a33eda268c782000a097	CAMPI_7c3b8d7c41f810f59caf6176c72d81aca97a3b2f87b4a33eda268c782000a097	1	1	84777023.24372515
S02	CAMPI_7cb1e4d122178b054c32ee50ef164d0d60b9618226ddad845bb280bf56dcb5a7	CAMPI_7cb1e4d122178b054c32ee50ef164d0d60b9618226ddad845bb280bf56dcb5a7	6	6	306764632.46953297
S02	CAMPI_7ce4a0cd6a824699d602f8641a2cdcbeb4c088da845ae62172cc7000fe7a4bcc	CAMPI_7ce4a0cd6a824699d602f8641a2cdcbeb4c088da845ae62172cc7000fe7a4bcc	2	2	19067560.2726566
S02	CAMPI_7d47bc0882af3db64d82861ea83ca2bb828b3a8457b420272bc767be0530b547	CAMPI_7d47bc0882af3db64d82861ea83ca2bb828b3a8457b420272bc767be0530b547	1	1	94233051.8350322
S02	CAMPI_7e2b006a5271fee3d99ebb924772f760defa6ae56e445178cf41a6816ae83f19	CAMPI_7e2b006a5271fee3d99ebb924772f760defa6ae56e445178cf41a6816ae83f19	1	1	11992679.886241058
S02	CAMPI_7e40167ba4a395401b8b0405c48ef00c84fb64aa054936c9159b65943d4a2bac	CAMPI_7e40167ba4a395401b8b0405c48ef00c84fb64aa054936c9159b65943d4a2bac	2	2	86122576.05043092
S02	CAMPI_7ea830f0a6514249c59c18cdc7adc67fded0ad438490c69292e9f4613d786a0f	CAMPI_7ea830f0a6514249c59c18cdc7adc67fded0ad438490c69292e9f4613d786a0f	1	1	99706075.60309263
S02	CAMPI_7fdad2d7a94830f55975c5275bb3a3b54594b92335829d4b919386fa395ee429	CAMPI_7fdad2d7a94830f55975c5275bb3a3b54594b92335829d4b919386fa395ee429	1	1	24520104.40847976
S02	CAMPI_826d9620925c796b66f528e59c8bad1ea8cd17d76b7fc7c7e6c7bd7c4b665843	CAMPI_826d9620925c796b66f528e59c8bad1ea8cd17d76b7fc7c7e6c7bd7c4b665843	2	2	37150278.42507538
S02	CAMPI_840a34ca5ccb74284520f0001a21de955bac82a37309b1b7ecb5cd6b6c69294a	CAMPI_840a34ca5ccb74284520f0001a21de955bac82a37309b1b7ecb5cd6b6c69294a	3	3	529390965.6989227
S02	CAMPI_84f66a8aec4e6d7ec18bdeccdf299197490c287490244300b183e0d89eb7ea9c	CAMPI_84f66a8aec4e6d7ec18bdeccdf299197490c287490244300b183e0d89eb7ea9c	3	3	110225609.63844511
S02	CAMPI_854f1b916a0581b5180556e4229a92e9d9259453c70398c4de2e0248c40c7a03	CAMPI_854f1b916a0581b5180556e4229a92e9d9259453c70398c4de2e0248c40c7a03	1	1	78719013.69892827
S02	CAMPI_856b5201e2f688faec715fbf6e7fd8b1f3943571af087169dbada11391a365a7	CAMPI_856b5201e2f688faec715fbf6e7fd8b1f3943571af087169dbada11391a365a7	1	1	42853326.26676155
S02	CAMPI_873ba2f6e00a9b1262ca2d2051a6094bec3b00dde09187198387671f53fe6f20	CAMPI_873ba2f6e00a9b1262ca2d2051a6094bec3b00dde09187198387671f53fe6f20	5	5	650286461.7844557
S02	CAMPI_876126f0d0dd262269b3a34289a73a2931000053c93d27eb8ba30b0f9324aba6	CAMPI_876126f0d0dd262269b3a34289a73a2931000053c93d27eb8ba30b0f9324aba6	2	2	296605320.97787064
S02	CAMPI_879e92f6a383e8c6ddbe16c784eadf24e374476454feb86b9cf16ff700c25a37	CAMPI_879e92f6a383e8c6ddbe16c784eadf24e374476454feb86b9cf16ff700c25a37	1	1	16747441.973927127
S02	CAMPI_882e9c3dd451e40db5dcd1d63cb33adc48e7804d0e67ba477b947ae8a42de1f6	CAMPI_882e9c3dd451e40db5dcd1d63cb33adc48e7804d0e67ba477b947ae8a42de1f6	1	1	23843162.408194676
S02	CAMPI_885060078ff2bda2c54fc5f76cb8a5a834b57959ec2ffbf14e4d2cc4f6539ac2	CAMPI_885060078ff2bda2c54fc5f76cb8a5a834b57959ec2ffbf14e4d2cc4f6539ac2	2	2	31681613.987080373
S02	CAMPI_89f2dc6f14ad1f87039c6a9ea53eee4091960da1e0d3d9bffa35d8cfce667147	CAMPI_89f2dc6f14ad1f87039c6a9ea53eee4091960da1e0d3d9bffa35d8cfce667147	2	2	34309046.87499191
S02	CAMPI_8b33ac4e2ac77e6ddb6965737a4f511d6e39204506543acdbd18a0db32bcad3d	CAMPI_8b33ac4e2ac77e6ddb6965737a4f511d6e39204506543acdbd18a0db32bcad3d	2	2	112556164.73216254
S02	CAMPI_8b9961cc9da37de018df0b80a1b363618ea56e109ff83e0ff46c8a8d6bfb9019	CAMPI_8b9961cc9da37de018df0b80a1b363618ea56e109ff83e0ff46c8a8d6bfb9019	3	3	186833708.34268564
S02	CAMPI_8c50ae15c3786fb9441e91ea0358a8d2aa61388d5e73131cfadcf0ac9ec363d9	CAMPI_8c50ae15c3786fb9441e91ea0358a8d2aa61388d5e73131cfadcf0ac9ec363d9	3	3	112890073.92978635
S02	CAMPI_8cc066073fb759e54a348dc456a9124106b21cadb90915b94d21bd64b9934f37	CAMPI_8cc066073fb759e54a348dc456a9124106b21cadb90915b94d21bd64b9934f37	1	1	2941405.9278548122
S02	CAMPI_8d50e56399582a65f73f3193a3f00454a5d9896402a6088a1e6b8a133620e818	CAMPI_8d50e56399582a65f73f3193a3f00454a5d9896402a6088a1e6b8a133620e818	1	1	73721019.5935725
S02	CAMPI_8fa503b37012a9c4b81f3de74db8f7c745ccecbd8bb5ef5b69f3b4f51e89ded2	CAMPI_8fa503b37012a9c4b81f3de74db8f7c745ccecbd8bb5ef5b69f3b4f51e89ded2	1	1	29038522.75567031
S02	CAMPI_909db3ee5c06b16e93a325ace28953f8a911eea79003e979b1adca8c65aeb96d	CAMPI_909db3ee5c06b16e93a325ace28953f8a911eea79003e979b1adca8c65aeb96d	1	1	25158530.7721738
S02	CAMPI_914a8abad3ebc40cb0cd5ee55350834b4d5f8aa00e7dcb484f5d2511e3ca4a21	CAMPI_914a8abad3ebc40cb0cd5ee55350834b4d5f8aa00e7dcb484f5d2511e3ca4a21	1	1	62556749.96106854
S02	CAMPI_93c1fbcae852bc15a5534ac7d11083cbb61df5991d528e5750f53b9d51afc033	CAMPI_93c1fbcae852bc15a5534ac7d11083cbb61df5991d528e5750f53b9d51afc033	1	1	18889273.065695815
S02	CAMPI_94a672ec6e9dfb41d7e794db0d0e7cc6076e0f5f58d4de013bd0ed25171d8299	CAMPI_94a672ec6e9dfb41d7e794db0d0e7cc6076e0f5f58d4de013bd0ed25171d8299	1	1	27656976.125706974
S02	CAMPI_9507bb300d0e8c78a6f9a33e38173eff60502faf9e839c63c48f403cd8872fe7	CAMPI_9507bb300d0e8c78a6f9a33e38173eff60502faf9e839c63c48f403cd8872fe7	3	3	74019882.87880968
S02	CAMPI_9609be0cebe427ef72afa6d7bb9c737c569d6b02b085d7747695e89164282784	CAMPI_9609be0cebe427ef72afa6d7bb9c737c569d6b02b085d7747695e89164282784	1	1	9065614.529106537
S02	CAMPI_974de55d62a1efd87cf7554e16de4da0e0827f2f2ea7afc59ccd18f156f7f6b6	CAMPI_974de55d62a1efd87cf7554e16de4da0e0827f2f2ea7afc59ccd18f156f7f6b6	3	3	88431326.04672024
S02	CAMPI_99662b50f2662eb6731df5d55620cf8defa57ae87c394657043266b415104b7b	CAMPI_99662b50f2662eb6731df5d55620cf8defa57ae87c394657043266b415104b7b	1	1	12731514.484068632
S02	CAMPI_9bf80da47588e1f40ecfd708b432e3f81c470bc32313098c2cd66d3e9853925c	CAMPI_9bf80da47588e1f40ecfd708b432e3f81c470bc32313098c2cd66d3e9853925c	1	1	28415456.91500875
S02	CAMPI_9ca342663571dcd2ebf39d7f2e58ac8df06018553cb8d72fdb20b27375cd30ab	CAMPI_9ca342663571dcd2ebf39d7f2e58ac8df06018553cb8d72fdb20b27375cd30ab	2	2	54560942.54009952
S02	CAMPI_9caef52537a5aca68f28281c806044073544789766d753cd774535944d6484d7	CAMPI_9caef52537a5aca68f28281c806044073544789766d753cd774535944d6484d7	1	1	93255395.73817411
S02	CAMPI_9cc6d6ae1d8930dbcd3e244ff6ab9d8e374198e8a533f64bc83c699473e81487	CAMPI_9cc6d6ae1d8930dbcd3e244ff6ab9d8e374198e8a533f64bc83c699473e81487	1	1	50306473.313580915
S02	CAMPI_9d4be3c0169989e729f1d362aeb4dbc18b1f35919df869fa347084d353eb1138	CAMPI_9d4be3c0169989e729f1d362aeb4dbc18b1f35919df869fa347084d353eb1138	2	3	44506819.626172476
S02	CAMPI_9e698983a9adcc2341b6e577f2feda5e0262045d5fdc082044250b6f526fabb6	CAMPI_9e698983a9adcc2341b6e577f2feda5e0262045d5fdc082044250b6f526fabb6	2	2	102078971.11291169
S02	CAMPI_9eaec67346036de2c9a24447ad90c65dfc11747b4a344ddd7ccc4e3bd65e833e	CAMPI_9eaec67346036de2c9a24447ad90c65dfc11747b4a344ddd7ccc4e3bd65e833e	1	1	41330266.253422655
S02	CAMPI_9f384c3fd846d57de4c98b7c7ff31b50378ff09f77143f0513ec595c9d4f5071	CAMPI_9f384c3fd846d57de4c98b7c7ff31b50378ff09f77143f0513ec595c9d4f5071	2	2	73736483.71499428
S02	CAMPI_a03ff877e06092d17ce47b10fd4a3b4c4ebe36e06de43edb3854a2b87343d2af	CAMPI_a03ff877e06092d17ce47b10fd4a3b4c4ebe36e06de43edb3854a2b87343d2af	1	1	20883487.05308389
S02	CAMPI_a0a7e40bec6187f653966f74391f0d65ba8bc9b727b4a272bab4e2614cc3b856	CAMPI_a0a7e40bec6187f653966f74391f0d65ba8bc9b727b4a272bab4e2614cc3b856	2	2	179254482.08944327
S02	CAMPI_a0afc2721bbe0c9b5ca4109c7e1f6bc3df3578f6f7c8e3f958cfbe1e218a8f34	CAMPI_a0afc2721bbe0c9b5ca4109c7e1f6bc3df3578f6f7c8e3f958cfbe1e218a8f34	1	1	62783919.94973469
