sample	sample_group	study_group	n_peptides	n_features	intensity
S01	CAMPI_c1d5ce2f9caea93bba71dec65b37438654104823be874159f72136b8ef3e41ed	CAMPI_c1d5ce2f9caea93bba71dec65b37438654104823be874159f72136b8ef3e41ed	1	1	17215280.080290455
S01	CAMPI_c238fb21a4f33182466b8a207c2f061c09c881db937107a91df672b92b4e0e67	CAMPI_c238fb21a4f33182466b8a207c2f061c09c881db937107a91df672b92b4e0e67	3	3	341502095.22578156
S01	CAMPI_c3bf7c24df30fe84c778f7b117b6e47fab482273e0f651372193b4c561091d00	CAMPI_c3bf7c24df30fe84c778f7b117b6e47fab482273e0f651372193b4c561091d00	1	1	45465104.48392428
S01	CAMPI_c441c84224d4be45b80629c2a8a57b3eefbb8b205bc299e5c2b7d0d42c3545f8	CAMPI_c441c84224d4be45b80629c2a8a57b3eefbb8b205bc299e5c2b7d0d42c3545f8	4	4	411964869.5752826
S01	CAMPI_c58755a59bdae0a97c0b08c725c775629975bd0872bcf0273d7e53e73f343840	CAMPI_c58755a59bdae0a97c0b08c725c775629975bd0872bcf0273d7e53e73f343840	3	3	36289098.39676768
S01	CAMPI_c828a771c75d577aedaf63794b7c951f1cbe2735be4332d759f691f25d9e5bf2	CAMPI_c828a771c75d577aedaf63794b7c951f1cbe2735be4332d759f691f25d9e5bf2	2	2	51790928.58701608
S01	CAMPI_c91fa04342edf5e435a50da1bc3cd08a43905b0fca4b108e5355190014b11dc0	CAMPI_c91fa04342edf5e435a50da1bc3cd08a43905b0fca4b108e5355190014b11dc0	2	2	169053188.55838543
S01	CAMPI_c94902245da3fa5b8c3049e9197652589b131b22e25c7b32e98b21de49c19b73	CAMPI_c94902245da3fa5b8c3049e9197652589b131b22e25c7b32e98b21de49c19b73	2	2	331132895.98885477
S01	CAMPI_cb8f6aa84238a015711e309d4e820a85290dda71edddc1df9df1130cd86f3597	CAMPI_cb8f6aa84238a015711e309d4e820a85290dda71edddc1df9df1130cd86f3597	1	1	48353606.90075475
S01	CAMPI_cd4fb2fff1379f850a9f7074cc59077633c1117e72723f4a0340e06d7fa78688	CAMPI_cd4fb2fff1379f850a9f7074cc59077633c1117e72723f4a0340e06d7fa78688	1	1	10292438.211735886
S01	CAMPI_cdc60ffeaf8da3b62d87c57762e3b0bccb443b86a57a64c4a480ac1310ba2565	CAMPI_cdc60ffeaf8da3b62d87c57762e3b0bccb443b86a57a64c4a480ac1310ba2565	1	1	35323072.2971121
S01	CAMPI_cdd5646e1bcc325aee99dfb9c81085a69f53dc19c3668cc7e21247fb28f3e634	CAMPI_cdd5646e1bcc325aee99dfb9c81085a69f53dc19c3668cc7e21247fb28f3e634	4	4	1222262860.5456436
S01	CAMPI_ce11e429e9e2aea980f6b9ead92505d03ad13ad68be536e62535990364ff7154	CAMPI_ce11e429e9e2aea980f6b9ead92505d03ad13ad68be536e62535990364ff7154	1	1	264900919.54481766
S01	CAMPI_ce3fd58b4c40588559bb369cbf55373fd19e48d222ae3ee85ad6aea2b3f93456	CAMPI_ce3fd58b4c40588559bb369cbf55373fd19e48d222ae3ee85ad6aea2b3f93456	1	1	9376023.137652414
S01	CAMPI_cedaf1d8878c594bc03603819c8ecf0e5e47698e34a4aaa604dff3b1fb91a613	CAMPI_cedaf1d8878c594bc03603819c8ecf0e5e47698e34a4aaa604dff3b1fb91a613	2	2	86559687.32651003
S01	CAMPI_cff8d6254b9bc4fbd119bf25022798ffaaf72e2c430b24194c0d79f588a786dd	CAMPI_cff8d6254b9bc4fbd119bf25022798ffaaf72e2c430b24194c0d79f588a786dd	1	1	388534236.27933466
S01	CAMPI_d10d6727b4c7829a9d09ee0eaaa0a25df45639b2d9592ae079b4b82dd2a23545	CAMPI_d10d6727b4c7829a9d09ee0eaaa0a25df45639b2d9592ae079b4b82dd2a23545	2	2	50852862.891560175
S01	CAMPI_d2514fffa7355a3e16cd7217acbc37ce6d6f86ee8610f13215826bc2d372b556	CAMPI_d2514fffa7355a3e16cd7217acbc37ce6d6f86ee8610f13215826bc2d372b556	3	3	31181918.013662353
S01	CAMPI_d309d7dfbe2d26c6d7908cee70deb0e44964ad7c4d3a8accb121f4c490e5b21e	CAMPI_d309d7dfbe2d26c6d7908cee70deb0e44964ad7c4d3a8accb121f4c490e5b21e	2	2	18388970.547878515
S01	CAMPI_d572eec2056782e8dc977598356ae030269fa383c92e8d3517f98707d67347aa	CAMPI_d572eec2056782e8dc977598356ae030269fa383c92e8d3517f98707d67347aa	1	1	123721784.42649095
S01	CAMPI_d7ab1034a1a77e3d0209d87d16d23974638f525fbcbff79af9e198fa600428a2	CAMPI_d7ab1034a1a77e3d0209d87d16d23974638f525fbcbff79af9e198fa600428a2	1	1	215785286.53247896
S01	CAMPI_d9649f513b0470cd7dbf20b704565a0abd2c913093355d19ecdbb9abb37fdb2f	CAMPI_d9649f513b0470cd7dbf20b704565a0abd2c913093355d19ecdbb9abb37fdb2f	2	2	196336416.4289216
S01	CAMPI_dac167c223c9fa9ae22b45c23255c8fc82224a83372de08f3f9ee715689b59b0	CAMPI_dac167c223c9fa9ae22b45c23255c8fc82224a83372de08f3f9ee715689b59b0	1	1	12063197.779841961
S01	CAMPI_dc1d534611ae0792b5551e2973dd842904988707b527cec3aa526c07fe109dc5	CAMPI_dc1d534611ae0792b5551e2973dd842904988707b527cec3aa526c07fe109dc5	2	2	290582120.6251915
S01	CAMPI_dc283d03dc2303156059851ec11b41052ada132f815e971c04692447e9babf52	CAMPI_dc283d03dc2303156059851ec11b41052ada132f815e971c04692447e9babf52	1	1	16676922.770413354
S01	CAMPI_dccd7d1438298b91bdbcb3e4a3e5736695824b8c969ddeb520013738ea22361f	CAMPI_dccd7d1438298b91bdbcb3e4a3e5736695824b8c969ddeb520013738ea22361f	1	1	33749959.05905821
S01	CAMPI_de1be229be4111adaa4eccabb9182fb4396087af5d52a656350991683eb129e6	CAMPI_de1be229be4111adaa4eccabb9182fb4396087af5d52a656350991683eb129e6	1	1	25392507.996146657
S01	CAMPI_de93086f95fbc59109a3a6c0a7e74193ed6aa75071b545f7d7cd2cb29982846a	CAMPI_de93086f95fbc59109a3a6c0a7e74193ed6aa75071b545f7d7cd2cb29982846a	1	1	1005371.9848991561
S01	CAMPI_decf561b5620046167d46fd1947ce613f638da45c08a64208fbab59d6ea7f291	CAMPI_decf561b5620046167d46fd1947ce613f638da45c08a64208fbab59d6ea7f291	2	2	31182162.545792744
S01	CAMPI_df12badccba4e475bafca2056b5a49309e8444799e194ae7449f2ef39d46cbc7	CAMPI_df12badccba4e475bafca2056b5a49309e8444799e194ae7449f2ef39d46cbc7	1	1	409693417.2034181
S01	CAMPI_df1de22acfe8ed8894d14e4bbede20d600e53e656e77cc045c599c2e6067333e	CAMPI_df1de22acfe8ed8894d14e4bbede20d600e53e656e77cc045c599c2e6067333e	1	1	315271140.8866277
S01	CAMPI_e02b28c5ae16e2db74ae7c190c4df0be105fc4a7cfcb8b40f4c52ead7ae5e3ce	CAMPI_e02b28c5ae16e2db74ae7c190c4df0be105fc4a7cfcb8b40f4c52ead7ae5e3ce	3	3	254287450.3929093
S01	CAMPI_e0e8f8b3e4f059716aed035a46aaee2a0ad2bf2b1f1fcc0bd2bba4c46ad41f4e	CAMPI_e0e8f8b3e4f059716aed035a46aaee2a0ad2bf2b1f1fcc0bd2bba4c46ad41f4e	1	1	29045214.45096893
S01	CAMPI_e27c5eee026593a607b3bc90005bb98504d8f32aeac59d9f6fc05e3670c94659	CAMPI_e27c5eee026593a607b3bc90005bb98504d8f32aeac59d9f6fc05e3670c94659	1	1	80942787.03068434
S01	CAMPI_e38ffc06489dba2c8238d36aaf667b1438580332ff9e885508a1bdf2ab2a1622	CAMPI_e38ffc06489dba2c8238d36aaf667b1438580332ff9e885508a1bdf2ab2a1622	2	2	323137478.875653
S01	CAMPI_e477e2a596fa3185c3ca3fd3c4dcc86b65b12bba6842edd7f4a4a3b907b6a8ad	CAMPI_e477e2a596fa3185c3ca3fd3c4dcc86b65b12bba6842edd7f4a4a3b907b6a8ad	2	2	244572698.44183487
S01	CAMPI_e518c727bbbcd6213bf6760c3ff629b5c4546bd0a5d3ba042731fd1430aee51f	CAMPI_e518c727bbbcd6213bf6760c3ff629b5c4546bd0a5d3ba042731fd1430aee51f	1	1	21387140.36828558
S01	CAMPI_e59106c94bda50d07944fa0acdf14501cb65c9baa9862f362c1c67f566cc82e1	CAMPI_e59106c94bda50d07944fa0acdf14501cb65c9baa9862f362c1c67f566cc82e1	2	2	113934577.58053355
S01	CAMPI_e911bd48baf54c117d307fca11654645c844f22019e14451de36bb562565a695	CAMPI_e911bd48baf54c117d307fca11654645c844f22019e14451de36bb562565a695	2	2	9822201.46676001
S01	CAMPI_e91279109b0384d17be9a06da58bc1f3e751279f19bce0bb6e4e54a3b5d93711	CAMPI_e91279109b0384d17be9a06da58bc1f3e751279f19bce0bb6e4e54a3b5d93711	1	1	4366814.516420171
S01	CAMPI_e9c6c62f092468c3e8f5ccc5a53649a42ad3173a288cd7cb41ce6bd161f18b92	CAMPI_e9c6c62f092468c3e8f5ccc5a53649a42ad3173a288cd7cb41ce6bd161f18b92	1	1	138984552.22076136
S01	CAMPI_e9f3c6b91c0a55d89a08c35bdc31b772e96b8bce08437bc0f0fd02a52c8fe2ed	CAMPI_e9f3c6b91c0a55d89a08c35bdc31b772e96b8bce08437bc0f0fd02a52c8fe2ed	2	2	273629628.92411554
S01	CAMPI_eaef8d60354fb3e3f8b260e4dbdc8dd25269aa38260e8aa095bd6c3d990a1024	CAMPI_eaef8d60354fb3e3f8b260e4dbdc8dd25269aa38260e8aa095bd6c3d990a1024	2	2	56412030.93619322
S01	CAMPI_eb0d7c59015cb1ca506487edb85ff2bc4ae2ad0633d7ac78b80bb3ad6afe235b	CAMPI_eb0d7c59015cb1ca506487edb85ff2bc4ae2ad0633d7ac78b80bb3ad6afe235b	1	2	118370470.88447024
S01	CAMPI_ec0540dcc60a7d4105dfab79b4306bac01c3ecc60b1313baec8c87a42af40c79	CAMPI_ec0540dcc60a7d4105dfab79b4306bac01c3ecc60b1313baec8c87a42af40c79	2	2	148169601.35528746
S01	CAMPI_edfaea85a2b3ba667a0780cc4d7d7eef7a9239664adfd31ba38391a8fc36b3a8	CAMPI_edfaea85a2b3ba667a0780cc4d7d7eef7a9239664adfd31ba38391a8fc36b3a8	1	1	39273818.33819851
S01	CAMPI_f036355a96936f02f434c6f4ff9da3a729559089951562f26fa27c54f8b6b189	CAMPI_f036355a96936f02f434c6f4ff9da3a729559089951562f26fa27c54f8b6b189	1	1	68942497.35802202
S01	CAMPI_f03bcf7453124482b291790db9499ed69d1b82946134b28e8a076af54dd6942a	CAMPI_f03bcf7453124482b291790db9499ed69d1b82946134b28e8a076af54dd6942a	2	2	207510606.42169666
S01	CAMPI_f06a871e9a4b0e0a0a404addefc64f90eebf4d49dec58b8ee881241c9953a3d6	CAMPI_f06a871e9a4b0e0a0a404addefc64f90eebf4d49dec58b8ee881241c9953a3d6	1	1	6295348.334173513
S01	CAMPI_f14cda4f4942a994531b506f0193f9090114d1a9ca03d866f3becb7195acd7e8	CAMPI_f14cda4f4942a994531b506f0193f9090114d1a9ca03d866f3becb7195acd7e8	1	1	15276708.674578248
S01	CAMPI_f31fc220deb08d2413111e791932ac7abbd5a498a3d41b3a36e4a4204e34afbd	CAMPI_f31fc220deb08d2413111e791932ac7abbd5a498a3d41b3a36e4a4204e34afbd	1	1	160629274.20947608
S01	CAMPI_f3924db6e3676314ba5e9fcf1d3c85dac1f300bc32628d03b3119ba087a2ec39	CAMPI_f3924db6e3676314ba5e9fcf1d3c85dac1f300bc32628d03b3119ba087a2ec39	5	5	749015824.1653503
S01	CAMPI_f3e8f64773ff60e5193186dba9e4bf0d530a424a55a5b31c32c567c0bb6ca213	CAMPI_f3e8f64773ff60e5193186dba9e4bf0d530a424a55a5b31c32c567c0bb6ca213	3	3	179226000.04279444
S01	CAMPI_f4b083cc982b5988df135e0f0d072430e84808bfcf37bab31b57319ffd20fe8f	CAMPI_f4b083cc982b5988df135e0f0d072430e84808bfcf37bab31b57319ffd20fe8f	2	2	23427538.93703211
S01	CAMPI_f531c3c9b85f2f5b5095831567712ad39a34e4330a5f16108548793f0648a889	CAMPI_f531c3c9b85f2f5b5095831567712ad39a34e4330a5f16108548793f0648a889	1	1	33608100.64466979
S01	CAMPI_f6e3ca9f981a446b435c7afb534f2056d882fbf540bd36893384bb17e8b1ad3b	CAMPI_f6e3ca9f981a446b435c7afb534f2056d882fbf540bd36893384bb17e8b1ad3b	5	5	1401465001.3896487
S01	CAMPI_f76d25b413d63c0bc04486603a4bf1c17a8f524943997e0884cee17f3c30c139	CAMPI_f76d25b413d63c0bc04486603a4bf1c17a8f524943997e0884cee17f3c30c139	1	1	62841182.16071673
S01	CAMPI_f835ca8899e5e8fe1ead1fa5374989e9dfb88757778faf8a3f85d1122052a738	CAMPI_f835ca8899e5e8fe1ead1fa5374989e9dfb88757778faf8a3f85d1122052a738	1	1	23972502.718707427
S01	CAMPI_f8393d52805602627c5e53d061fc2d6c3a5c4b0f3c5b69ac0580182486b417b7	CAMPI_f8393d52805602627c5e53d061fc2d6c3a5c4b0f3c5b69ac0580182486b417b7	2	2	17860735.80484391
S01	CAMPI_f87a8eec0c5e5fa5decef6c9b4e97933734fdfa630eb413c94d1e2138e0cb947	CAMPI_f87a8eec0c5e5fa5decef6c9b4e97933734fdfa630eb413c94d1e2138e0cb947	1	1	58265688.07560575
S01	CAMPI_f8c0db4ad3cdde84535c56026878fb46f84476783da941fd9735ce70152c401d	CAMPI_f8c0db4ad3cdde84535c56026878fb46f84476783da941fd9735ce70152c401d	1	1	543630726.902453
S01	CAMPI_f999f0c563e483e0587acec5bf885666112aab14daf5afe785923152fac04fcd	CAMPI_f999f0c563e483e0587acec5bf885666112aab14daf5afe785923152fac04fcd	1	1	25494707.211633403
S01	CAMPI_fa65cfd1858c5098170b3b2f8b8687079440420b500c3750b71dc68a1b04f849	CAMPI_fa65cfd1858c5098170b3b2f8b8687079440420b500c3750b71dc68a1b04f849	1	1	36645794.84776505
S01	CAMPI_fae89b79e1171706c094b7523853bcb15bba80478de33c5ef313723d15600377	CAMPI_fae89b79e1171706c094b7523853bcb15bba80478de33c5ef313723d15600377	1	1	73107061.31411213
S01	CAMPI_fb140e546ee08766dd72d84ae2a08e5bba42a81d17811902e970f241aaf37523	CAMPI_fb140e546ee08766dd72d84ae2a08e5bba42a81d17811902e970f241aaf37523	2	2	141233296.69386637
S01	CAMPI_fb5155b582fc0d5065a0ce046b1fb6f075e86919e9e7248e4f4e7d373af29ca1	CAMPI_fb5155b582fc0d5065a0ce046b1fb6f075e86919e9e7248e4f4e7d373af29ca1	1	1	9655446.727945944
S01	CAMPI_fb7422179a21a204045db72cee8ae949774dad2667837541282705f2f2b73707	CAMPI_fb7422179a21a204045db72cee8ae949774dad2667837541282705f2f2b73707	1	1	28628663.883990847
S01	CAMPI_fcca645e48c9b8b1aaab6c07f3d30b43a909808784e0915f5933e620b74ee5bb	CAMPI_fcca645e48c9b8b1aaab6c07f3d30b43a909808784e0915f5933e620b74ee5bb	2	2	49978871.855643116
S01	CAMPI_feba6c16b200a9a2a06e293e7da5aca9d131f7ac14b9a26d06411005091638a8	CAMPI_feba6c16b200a9a2a06e293e7da5aca9d131f7ac14b9a26d06411005091638a8	2	2	53936729.82244245
S01	CAMPI_ff41610fb76a0aab5b43a9949360e44a1bd6060cd4375757b50de3933f753d12	CAMPI_ff41610fb76a0aab5b43a9949360e44a1bd6060cd4375757b50de3933f753d12	3	3	252678965.49415046
S01	CAMPI_fff60ab1595e3d1bb509445a37ca40cc5e287f711737c0fe0fcba4b71e5b77d0	CAMPI_fff60ab1595e3d1bb509445a37ca40cc5e287f711737c0fe0fcba4b71e5b77d0	1	1	144889853.535872
S02	CAMPI_001f1586f7defaa3805fcb4cf73f6597963087434516ee2a929e82712d60ac1e	CAMPI_001f1586f7defaa3805fcb4cf73f6597963087434516ee2a929e82712d60ac1e	1	1	15078509.465747602
S02	CAMPI_00f691a1ddfb282c25ecce5c1a24902aeae3c7941ac54e327a1eeb4df0ada5f8	CAMPI_00f691a1ddfb282c25ecce5c1a24902aeae3c7941ac54e327a1eeb4df0ada5f8	1	1	3431290.892048237
S02	CAMPI_0335e2f9610cbbc8189b4aa9c3698f91ee53fe6fe594f78b52df78a210e8b737	CAMPI_0335e2f9610cbbc8189b4aa9c3698f91ee53fe6fe594f78b52df78a210e8b737	2	2	75841898.71185514
S02	CAMPI_03a8306f407caca0a603f113cea8d08d8cabfa26221b1e5c49d0927dd474be54	CAMPI_03a8306f407caca0a603f113cea8d08d8cabfa26221b1e5c49d0927dd474be54	1	1	86402992.83049858
S02	CAMPI_043bb40d081e6d615f21fb8938c8b15f1bc988eeaa84f86378601cb0b21297ec	CAMPI_043bb40d081e6d615f21fb8938c8b15f1bc988eeaa84f86378601cb0b21297ec	1	1	14078303.729362356
S02	CAMPI_045388a0f24ed7e2967b8aaee9f610946b384179cb7b94576c85097e8d2b49b5	CAMPI_045388a0f24ed7e2967b8aaee9f610946b384179cb7b94576c85097e8d2b49b5	1	1	28647131.149837
S02	CAMPI_048dceff0b379259fbd55f5e7fc5970ae7a5a4cf3a4bb29a92d809debb78f4bb	CAMPI_048dceff0b379259fbd55f5e7fc5970ae7a5a4cf3a4bb29a92d809debb78f4bb	1	1	11880750.782027928
S02	CAMPI_04f68343fba4f60257b97602fe7c169b41599e2b77e716a23f2d69455a697ca8	CAMPI_04f68343fba4f60257b97602fe7c169b41599e2b77e716a23f2d69455a697ca8	1	1	83982443.35508929
S02	CAMPI_05cd4d1acba0d5d9ba1d047cfe5b9f7331c35c487633dda34520abbea0bd331c	CAMPI_05cd4d1acba0d5d9ba1d047cfe5b9f7331c35c487633dda34520abbea0bd331c	4	4	444280833.2116256
S02	CAMPI_0630e92a5c4e2727ea0e1e7d6c9c4d3e9fb41bf86baf0bbe3b84d2fe098ddd8c	CAMPI_0630e92a5c4e2727ea0e1e7d6c9c4d3e9fb41bf86baf0bbe3b84d2fe098ddd8c	1	1	259723552.67274886
S02	CAMPI_06cfcc71bc10f9dac4eb1ccb5f5246d9b767ffeb0e5444061bef9af3f502d41a	CAMPI_06cfcc71bc10f9dac4eb1ccb5f5246d9b767ffeb0e5444061bef9af3f502d41a	1	1	428217528.03071165
S02	CAMPI_07db6d25a0818f9563a1d6be7d0dbbd75a6c4a1b453282c590b50149fb473dbd	CAMPI_07db6d25a0818f9563a1d6be7d0dbbd75a6c4a1b453282c590b50149fb473dbd	1	1	16534920.403446088
S02	CAMPI_0830a1c300e272bcf7470e5222c33c5e18ad093fdff69a172c3dff652f73f245	CAMPI_0830a1c300e272bcf7470e5222c33c5e18ad093fdff69a172c3dff652f73f245	1	1	44168724.289539255
S02	CAMPI_0af0cf95b995040625b6f23c5b4fe2c37f9a64acd063b56b972488def48608d0	CAMPI_0af0cf95b995040625b6f23c5b4fe2c37f9a64acd063b56b972488def48608d0	1	1	8396679.0476982
S02	CAMPI_0b48c2165f765300ce294d8b3d4d71569169eb7ef8fff753b38e6c78eb672ef3	CAMPI_0b48c2165f765300ce294d8b3d4d71569169eb7ef8fff753b38e6c78eb672ef3	2	2	40964828.17254994
S02	CAMPI_0b4aeb7d27f17441a2831411b24de008f566e1ab217aaf5e76283bb1a540873e	CAMPI_0b4aeb7d27f17441a2831411b24de008f566e1ab217aaf5e76283bb1a540873e	1	1	33919943.5657285
S02	CAMPI_0c0b48b64abe995b61465006f4eebcd53ab7b389a839bd2ec366f771700931e1	CAMPI_0c0b48b64abe995b61465006f4eebcd53ab7b389a839bd2ec366f771700931e1	2	2	86464443.18701416
S02	CAMPI_0d918d4b4cf280da1e72a1220d93706e56f81c12eba97345b02a8c08a04d06a1	CAMPI_0d918d4b4cf280da1e72a1220d93706e56f81c12eba97345b02a8c08a04d06a1	2	2	29139698.471068542
S02	CAMPI_0e04933e148439fec78a104b8d9a8957db976cba2e42a51eff3b3b5631815c16	CAMPI_0e04933e148439fec78a104b8d9a8957db976cba2e42a51eff3b3b5631815c16	3	3	184262646.99894518
S02	CAMPI_0ea3213335ad04833460097e3aa00b47636e18e355742695d309c3728474eed0	CAMPI_0ea3213335ad04833460097e3aa00b47636e18e355742695d309c3728474eed0	1	1	188165677.6193749
S02	CAMPI_0fd55ac9d9b1c68c11586a42b2796981d23b4c389bf62b6dee651bbd3acf3389	CAMPI_0fd55ac9d9b1c68c11586a42b2796981d23b4c389bf62b6dee651bbd3acf3389	1	1	47762109.45749588
S02	CAMPI_100b0884d88de85b098f44a6833930cd33f7573bf75d925df16714c3434da617	CAMPI_100b0884d88de85b098f44a6833930cd33f7573bf75d925df16714c3434da617	2	2	75556112.4164041
S02	CAMPI_1010d68bb061542a68a43996b5558d29741402e2784ffdb4cef5cf6f6ce62be3	CAMPI_1010d68bb061542a68a43996b5558d29741402e2784ffdb4cef5cf6f6ce62be3	1	1	19612250.69353021
S02	CAMPI_12bf9dfe3280bf4840a5676db9a2f3e4864b54896b9c22fc83c3aa77fe4ee482	CAMPI_12bf9dfe3280bf4840a5676db9a2f3e4864b54896b9c22fc83c3aa77fe4ee482	1	1	4286137.852683911
S02	CAMPI_16e13454015846560d4394532151ecb8a20b6e4904231aeb0fd7bc499d64be91	CAMPI_16e13454015846560d4394532151ecb8a20b6e4904231aeb0fd7bc499d64be91	2	2	116575171.40425315
S02	CAMPI_16e6c31f167d891e44c4d0f3a118dab6f6962cfc691a983826c7b10e32f75af2	CAMPI_16e6c31f167d891e44c4d0f3a118dab6f6962cfc691a983826c7b10e32f75af2	4	4	247789372.63785022
S02	CAMPI_16ec7fe316b96749951265b82f8d1ff93a8813cb9d85986845c2ec48d4e30708	CAMPI_16ec7fe316b96749951265b82f8d1ff93a8813cb9d85986845c2ec48d4e30708	1	1	13190345.89269833
S02	CAMPI_175793a5b7f2cadc6908ccb17c1eccd7bbf658cadb07fbafcb21d2226ec1f033	CAMPI_175793a5b7f2cadc6908ccb17c1eccd7bbf658cadb07fbafcb21d2226ec1f033	1	1	16364998.328168295
S02	CAMPI_179a7829937c41ec7b714dd4bc1790ac4f7b6d9e265df7803afcfdedb3585a11	CAMPI_179a7829937c41ec7b714dd4bc1790ac4f7b6d9e265df7803afcfdedb3585a11	2	2	418759580.5251325
S02	CAMPI_18e2e44aa0b7dc94793546b51fa5748b8876cac81827b6cc49f34a8451958176	CAMPI_18e2e44aa0b7dc94793546b51fa5748b8876cac81827b6cc49f34a8451958176	1	1	54203377.91226537
S02	CAMPI_18e2e44aa0b7dc94793546b51fa5748b8876cac81827b6cc49f34a8451958176	CAMPI_8b9961cc9da37de018df0b80a1b363618ea56e109ff83e0ff46c8a8d6bfb9019	1	1	609930348.994291
S02	CAMPI_1b8f7d79845397c552074c8d936d105bf13f4cd74a0073cd003783df5962341a	CAMPI_1b8f7d79845397c552074c8d936d105bf13f4cd74a0073cd003783df5962341a	3	3	661541392.212499
S02	CAMPI_1c3ac5e249ed68e42285d7f616ff97d175a0e3cd112a22318c1890edffb5196f	CAMPI_1c3ac5e249ed68e42285d7f616ff97d175a0e3cd112a22318c1890edffb5196f	2	2	90476328.15738878
S02	CAMPI_1d47cdc3ea431c876e16791cb795418ee29f48047fcd7db135e199177356b456	CAMPI_1d47cdc3ea431c876e16791cb795418ee29f48047fcd7db135e199177356b456	1	1	83347546.05996951
S02	CAMPI_1d5df9db69fb06c46d8b8bfeddb365289b7507b0a999f3e6475134a51d2136ad	CAMPI_1d5df9db69fb06c46d8b8bfeddb365289b7507b0a999f3e6475134a51d2136ad	4	4	1493354292.5641482
S02	CAMPI_1d9c3477b81ea39fc797b3b1f55f84e58db5b10e404ebf10ff37918eaefeba06	CAMPI_1d9c3477b81ea39fc797b3b1f55f84e58db5b10e404ebf10ff37918eaefeba06	1	1	12269629.476666218
S02	CAMPI_1ec2f348e244ffac242d8e083668e4e9355bf4ff7090abba51612331ad5c1a72	CAMPI_1ec2f348e244ffac242d8e083668e4e9355bf4ff7090abba51612331ad5c1a72	1	1	19002609.610661823
S02	CAMPI_20404d4ef97b34596ae6968813dbcaf74646bea1efbbf2ade5d99d11104611e0	CAMPI_20404d4ef97b34596ae6968813dbcaf74646bea1efbbf2ade5d99d11104611e0	1	1	33388921.518554464
S02	CAMPI_20ea7d2b7072afaed64e1025a7fb0440a8e0f8ad3ea0346df57645000e95606f	CAMPI_20ea7d2b7072afaed64e1025a7fb0440a8e0f8ad3ea0346df57645000e95606f	1	1	44790999.50626319
S02	CAMPI_2367acb13a0c9276550b2c96f4bebf4251672a60ce226f62d69ebf3d5c99efd6	CAMPI_2367acb13a0c9276550b2c96f4bebf4251672a60ce226f62d69ebf3d5c99efd6	1	1	268123057.80812144
S02	CAMPI_23cbd48aac2f955020774cc8edef037b3bbe3ceb30d9b2bb1172897b20ac28eb	CAMPI_23cbd48aac2f955020774cc8edef037b3bbe3ceb30d9b2bb1172897b20ac28eb	1	1	15717860.46949965
S02	CAMPI_2413d1d9dfcfd3c90a744d6748905dd43850e9aa1ec3a89144ab359c702d6c46	CAMPI_2413d1d9dfcfd3c90a744d6748905dd43850e9aa1ec3a89144ab359c702d6c46	1	1	19820441.25257485
S02	CAMPI_260e2168d020c1a7ab2a0a14584ad2f0b5bf72548f6e9b9e83fdf4819e532b32	CAMPI_260e2168d020c1a7ab2a0a14584ad2f0b5bf72548f6e9b9e83fdf4819e532b32	1	1	454591025.03672546
S02	CAMPI_27369016b6a408150bc5b7fc6fb782d53aa2b6ee5dbf2c151de10b1a50454bc4	CAMPI_27369016b6a408150bc5b7fc6fb782d53aa2b6ee5dbf2c151de10b1a50454bc4	1	1	8304525.372169631
S02	CAMPI_28a7af2530ce4f2a4318205896bdcefcbc675aea00c20b738f4ba282c7bae5a9	CAMPI_28a7af2530ce4f2a4318205896bdcefcbc675aea00c20b738f4ba282c7bae5a9	1	1	196633219.6860915
S02	CAMPI_2c10b4268545258dd6ad45d601a9fcfa69f7019177ad1a07c52b18575e04745d	CAMPI_2c10b4268545258dd6ad45d601a9fcfa69f7019177ad1a07c52b18575e04745d	3	3	281771909.8970232
S02	CAMPI_2d4de2301dedbe186e3d6a965226acdbb6035caee1ed6b50c9b216c470932736	CAMPI_2d4de2301dedbe186e3d6a965226acdbb6035caee1ed6b50c9b216c470932736	3	3	167106556.92767903
S02	CAMPI_2f6ccc369781410c0dceaebd39fa87bfbb5557e63926938295ee6af71f430c0e	CAMPI_2f6ccc369781410c0dceaebd39fa87bfbb5557e63926938295ee6af71f430c0e	1	1	40891879.80557252
S02	CAMPI_30abf6a2fd19452bfb9e9fc08f0f0002b3f3956c295ea76c9066f2552b1297e1	CAMPI_30abf6a2fd19452bfb9e9fc08f0f0002b3f3956c295ea76c9066f2552b1297e1	1	1	32906690.490858763
S02	CAMPI_3171508d7402c561fa60ab21f4b6522f7227843da73b93a06e7366eba70dd6a1	CAMPI_3171508d7402c561fa60ab21f4b6522f7227843da73b93a06e7366eba70dd6a1	2	2	35646918.877815425
S02	CAMPI_3175ae76fed48f167caa3191bd5ad56e9e6e134cc720eb5fd72540fcb2089194	CAMPI_3175ae76fed48f167caa3191bd5ad56e9e6e134cc720eb5fd72540fcb2089194	2	2	110774354.45512904
S02	CAMPI_324d83807a0c3a5c5cfc947c95838cda2f0513d5b9110416d421651d399cbd5f	CAMPI_324d83807a0c3a5c5cfc947c95838cda2f0513d5b9110416d421651d399cbd5f	1	1	35609795.51676537
S02	CAMPI_3368fb57755157c21c14058ba3a084d9303b89c4e8cf1fb98d5f2511d3649623	CAMPI_3368fb57755157c21c14058ba3a084d9303b89c4e8cf1fb98d5f2511d3649623	1	1	120854016.14356476
